"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R103C03"	-0.155989182449717	0.461081587996249	0.43286911254247	0.489545611987359	0.00740673301765704	0.065179250555382
"R103E04"	0.0443154577931411	0.511077051692908	0.492077599423054	0.530044553394409	0.253148480866449	0.655207832830809
"R105B06"	0.0511739555247086	0.512790697674419	0.481107190156582	0.544371751317217	0.428874090730597	0.800897777955756
"R105H08"	-0.00292825977908835	0.499267935578331	0.455838374435321	0.542708545685774	0.973714180286615	0.993059495126746
"R106E07"	-0.0543767708780717	0.486409155937053	0.459263056730418	0.513635673824406	0.327892543228282	0.731818139958774
"R106F04"	-0.0269955043420106	0.493251533742332	0.465117995343994	0.521427876022952	0.638904878970279	0.893172614657585
"R106G12"	0.0191291699089954	0.504782146652497	0.48132695177012	0.528216311444846	0.689548643603045	0.915435268231628
"R107C05"	-0.126371115720183	0.468449197860963	0.431548396870165	0.505698324141425	0.096822410957357	0.400597420230915
"R107C12"	-0.0326761744671165	0.491831683168317	0.473947901026181	0.509736395115994	0.371248135117512	0.767483470476819
"R108A02"	-0.055197508744432	0.486204125368337	0.467612983304105	0.504833521253781	0.146634535026749	0.513220872593622
"R108G04"	-0.22033399698766	0.44513826940232	0.398007150063262	0.493277306143838	0.0255859201541271	0.175121409054914
"R10G04"	-0.119175705375684	0.470241286863271	0.433273419908331	0.507538571483012	0.117779185861451	0.426776344062669
"R110H08"	-0.0734940043677429	0.481634764614589	0.445217068126993	0.518248630318262	0.325555391089401	0.731818139958774
"R111E08"	-0.0815498669641066	0.479623824451411	0.43957787501463	0.519933346793098	0.321803045270784	0.731818139958774
"R111F12"	-0.00820593937032366	0.497948526669153	0.466914300492573	0.528998567739298	0.897073125343234	0.989860051766172
"R111G02"	-0.0961471978854722	0.475981700343119	0.453849034484585	0.498209111606835	0.0341962485482492	0.224094564954484
"R111G04"	-0.0441248049089379	0.488970588235294	0.445534316332154	0.532574056681178	0.620385315977768	0.888797261212645
"R112C11"	-0.051972979667161	0.487009679062659	0.450829197330252	0.523326804277378	0.483405066698694	0.850792917389701
"R113E02"	-0.110270720638917	0.472460220318237	0.432963781065486	0.512304430408337	0.17540490408355	0.551272555691158
"R113F06"	-0.126539335051672	0.468407310704961	0.431939473667473	0.505215768851649	0.0924631050109199	0.400597420230915
"R114B05"	-0.0223185229556951	0.494420600858369	0.467242476753425	0.521631738928034	0.68791454217568	0.915435268231628
"R114D02"	-0.0398459085471997	0.49003984063745	0.451786003127979	0.528410683300333	0.611170024246321	0.888797261212645
"R114E02"	-0.132018151478255	0.467043314500942	0.427107501459835	0.507405969104672	0.109433840393277	0.421320285514115
"R114E05"	-0.0397102656675645	0.490073737946682	0.467982231086884	0.5122040831278	0.379356654649266	0.767483470476819
"R114E09"	0.00959568706185568	0.502398903358465	0.460347665629315	0.544416231699408	0.911148704141768	0.989860051766172
