"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R193G04"	-0.139631629406662	0.465148698884758	0.430762260716952	0.499869642222098	0.049147416170003	0.282228449508654
"R193H08"	-0.0912986290012495	0.477191184008201	0.440977568849787	0.51364619319223	0.220012116022506	0.616033924863016
"R194A02"	-0.0226424767497596	0.494339622641509	0.45410515159018	0.534647541647796	0.783419579602296	0.988503036207334
"R195H03"	-0.175319104264736	0.456282145481264	0.425757203379533	0.487139050041889	0.0055343487128241	0.0516539213196916
"R196A04"	-0.0180185055026777	0.495495495495496	0.457408050639427	0.533635292254829	0.817175826252714	0.988503036207334
"R196G06"	-0.160342650075179	0.46	0.427130891584816	0.49322077907185	0.018327904446515	0.134404632607777
"R197B06"	-0.183880056497143	0.454159077109897	0.415037841602944	0.493854645716607	0.0236712102227783	0.169551924386412
"R197D02"	-0.125066389047492	0.468774094063223	0.437402450784224	0.500394512537081	0.0529238330166908	0.285974395949838
"R20E01"	0.0502751371640102	0.512566137566138	0.471198462769134	0.553762383104875	0.551842965164039	0.85179409143371
"R21D01"	0.0105821093305373	0.502645502645503	0.463686951685852	0.541571957082094	0.894292092746757	0.989860051766172
"R21D07"	-0.0358782876649017	0.491031390134529	0.45305941543778	0.529107133548484	0.644582348943613	0.893172614657585
"R22A03"	-0.0235096212372137	0.49412286538035	0.470188855990339	0.518083841954758	0.630802751906918	0.893172614657585
"R23D05"	-0.0195956629450501	0.495101241018942	0.471383945707309	0.518840603771272	0.68598585858478	0.915435268231628
"R24D03"	0.0491951044462754	0.512296296296296	0.484592348062907	0.539924904165539	0.384372971702397	0.767483470476819
"R25B05"	0.00761618304530888	0.501904036557502	0.470531823821053	0.533261264375629	0.905414149092006	0.989860051766172
"R25F01"	-0.147278745142765	0.463246724405952	0.439430722916741	0.487231593047321	0.00269252530243125	0.0275859329704166
"R26G07"	0.00893306188547566	0.502233250620348	0.476897602887852	0.527557435212833	0.862924200893874	0.988503036207334
"R27E01"	-0.0337916900227806	0.491552881277482	0.467112806988064	0.516033398781986	0.498923109870091	0.85179409143371
"R29A11"	-0.0348146818824456	0.491297208538588	0.46219871534293	0.520454790124046	0.558674526626341	0.85179409143371
"R31B01"	-0.0602466690560302	0.484942886812046	0.455103448572276	0.514890063883377	0.324402229613485	0.731818139958774
"R31B05"	-0.0297358945473463	0.492566574089201	0.472022199392397	0.513136084538245	0.478807058876783	0.850792917389701
"R31H05"	0.0110579821956517	0.502764467379285	0.471895161238155	0.533612712855963	0.860800205685278	0.988503036207334
"R32B05"	-0.0329319187379723	0.491767764298094	0.468119051544683	0.515453376310481	0.495802519870616	0.85179409143371
"R32H08"	0.00723185152649583	0.501807955002009	0.469586405045829	0.534014495196983	0.912531424339445	0.989860051766172
"R33B05"	-0.0194432567042271	0.495139338950097	0.454293916990432	0.536049744475846	0.81613552918821	0.988503036207334
"R33F03"	-0.213772095884569	0.446759572452983	0.428228837775181	0.465439431973599	2.6433985889085e-08	4.52314869657676e-07
"R34C11"	0.00285714480077867	0.500714285714285	0.475899453662764	0.525525599538138	0.955043542173409	0.989860051766172
"R34G11"	-0.0619444859605241	0.484518828451883	0.43825204758668	0.53105250837144	0.514637156943494	0.85179409143371
"R35A03"	0.081626096002267	0.520395201129146	0.501270386687523	0.53946042461982	0.0366106142731102	0.230123861145264
"R35A08"	-0.0440020413903811	0.489001264222503	0.463467394658299	0.514592658377576	0.399620347840538	0.779006754018264
"R36H01"	0.0509581175786477	0.512736773350751	0.471625159689628	0.553676776570035	0.543946547728999	0.85179409143371
"R37A04"	0.0645754153802291	0.516138246215367	0.496900670056764	0.535328111072424	0.100117041774747	0.400597420230915
