"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R53C03"	0.0310771664429749	0.507768666378938	0.484217989226178	0.531284915454844	0.518004399690305	0.883485281694021
"R53F11"	0.00143712599584792	0.500359281437126	0.475564061077526	0.525152734823434	0.977361083486816	0.988418333992562
"R55G09"	0.0813757449738027	0.520332717190388	0.471589944945503	0.568691438155776	0.413736998795832	0.868845447091217
"R59F11"	-0.00917055197220799	0.497707378074198	0.465028478768829	0.530405876057818	0.890822056696524	0.988418333992562
"R60D10"	0.0543767708780721	0.513590844062947	0.488828476764747	0.538286672834893	0.282031695802082	0.811912166987998
"R61C12"	-0.0619552940021397	0.484516129032258	0.444001584168655	0.525235221915017	0.456240045885865	0.874628894887205
"R62H01"	-0.0512932943875508	0.487179487179487	0.440568227344551	0.534014797170567	0.591961271678721	0.910761974207259
"R63A03"	-0.0570376335994488	0.485744456177402	0.455762683391562	0.515829179896142	0.353049046054389	0.862110308261568
"R63C12"	-0.00247371802087829	0.499381570810142	0.471218718524804	0.527548347686649	0.965709244002926	0.988418333992562
"R63F09"	-0.00415801014866381	0.498960498960499	0.47693395387067	0.5209910794738	0.926357855218597	0.988418333992562
"R65A03"	0.0282795194786186	0.50706940874036	0.466468852975823	0.547576933525898	0.733204099565985	0.941814470990616
"R65A07"	0.049540445560136	0.512382578992314	0.465570006108998	0.558978938759847	0.604519627186006	0.910761974207259
"R65A10"	0.0208574864178047	0.505214182576608	0.484908847185797	0.525502331918096	0.614825967803474	0.910761974207259
"R65E02"	-0.0080506472771666	0.497987349051179	0.470832573700006	0.52515400252605	0.884638368820317	0.988418333992562
"R65F01"	-0.0280130362276736	0.492997198879552	0.458445459167816	0.527615962298831	0.691981895521693	0.919646934740951
"R67C09"	-0.131341496551487	0.467211747038211	0.446612567931418	0.487923320080064	0.00193159543305654	0.0219629554795688
