"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"	"expression_category"
"R161H06"	-0.0436830141766799	0.489080982711556	0.462297343261943	0.515927462373005	0.425408660702804	0.593799588897664	"Unknown"
"R02B06"	-0.0437010946619608	0.489076464746773	0.460246360043699	0.517979422719633	0.461092075996493	0.577805853617387	"Sperm Cell"
"R35A08"	-0.0440020413903813	0.489001264222503	0.458599912220492	0.519484197899218	0.479547398922912	0.939926809082556	"Vegetative Cell High"
"R111G04"	-0.0441248049089381	0.488970588235294	0.454952413616966	0.523091229353646	0.526526049930226	0.682785393780487	"Unknown"
"R81H09"	-0.0443203996806612	0.488921713441654	0.454828898122314	0.52311790397683	0.525611613390454	0.682785393780487	"Unknown"
"R80B03"	-0.0445170104584566	0.488872584984104	0.458972280502983	0.518852727295091	0.467031235251093	0.939926809082556	"Vegetative Cell High"
"R116E09"	-0.04638998845903	0.488404582285555	0.456455805101413	0.520448377979008	0.478284594770128	0.939926809082556	"Vegetative Cell High"
"R31B05"	-0.0465549531840272	0.488363363363363	0.46403060529479	0.512751395426699	0.349700690661491	0.532498778961815	"Unknown"
"R155E06"	-0.0478127240386413	0.488049095607235	0.464784894932193	0.511365186179431	0.315085249540401	0.577805853617387	"Sperm Cell"
"R83C02"	-0.0483665251035748	0.487910725356479	0.456668413793014	0.519247779568794	0.449661189091738	0.614842850390744	"Unknown"
"R41F01"	-0.0485925552368654	0.487854251012146	0.457447273070078	0.518351386678721	0.435123665233542	0.939926809082556	"Vegetative Cell High"
"R128F11"	-0.0493927553295765	0.487654320987654	0.454801915910984	0.52061373411714	0.46296033210643	0.628750180766164	"Unknown"
"R67H12"	-0.0506931143155179	0.487329434697856	0.45289708088148	0.521882463650157	0.472434444150778	0.939926809082556	"Vegetative Cell High"
"R65F01"	-0.0513420736856261	0.487167300380228	0.459802010262281	0.514609737120043	0.359409204745869	0.543167294390374	"Unknown"
"R12H07"	-0.0513719694987195	0.487159831353009	0.462521417138013	0.511860802291633	0.308272764588746	0.956843957979002	"Seedling Only"
"R112C11"	-0.051972979667161	0.487009679062659	0.458682803725888	0.515420245963416	0.370188468323858	0.555282702485787	"Unknown"
"R83A02"	-0.0541044950649385	0.486477174849268	0.462910953598779	0.510103674893114	0.261924736056735	0.710938569296852	"Sperm Cell High"
"R106E07"	-0.0543767708780718	0.486409155937053	0.465115739892117	0.507752020748684	0.213786950056914	0.956843957979002	"Seedling Only"
"R125E02"	-0.0544881852840696	0.486381322957198	0.458703101942632	0.514143323159435	0.336324557287623	0.520009507806248	"Unknown"
"R111G02"	-0.0549645853237635	0.486262312078797	0.455497190064962	0.517131887087527	0.383119759875443	0.939926809082556	"Vegetative Cell High"
"R82B10"	-0.0555698511548113	0.486111111111111	0.453500365981891	0.518840540158416	0.405625453771209	0.83772364741142	"Sperm Cell High"
"R143E09"	-0.055896902382124	0.486029411764706	0.452029881339709	0.520158733148805	0.422458473126336	0.593799588897664	"Unknown"
"R114E05"	-0.0565521695049215	0.485865724381625	0.449974419110699	0.521903401235803	0.442166728243905	0.939926809082556	"Vegetative Cell High"
"R48D04"	-0.0571584138399485	0.485714285714286	0.44561198005844	0.526001382846968	0.487233209044029	0.956843957979002	"Seedling Only"
"R124G09"	-0.0577463698054175	0.48556741795176	0.447614887411656	0.523687129279765	0.458178943710111	0.939926809082556	"Vegetative Cell High"
"R162C01"	-0.0585176068977516	0.485374771480804	0.431368252292303	0.53972501642643	0.598396366923745	0.83772364741142	"Sperm Cell High"
"R96E03"	-0.0590430381460974	0.485243527068622	0.461089426144931	0.509466759170898	0.232452963870732	0.679477894391369	"Sperm Cell High"
"R31B01"	-0.06024666905603	0.484942886812046	0.451589996873129	0.518430437984548	0.378214092621834	0.83772364741142	"Sperm Cell High"
"R01C02"	-0.0609253543171437	0.484773371104816	0.461150743798304	0.508464233186478	0.208041875350138	0.361840787717552	"Unknown"
"R153E10"	-0.0616211341061738	0.484599589322382	0.456175964180382	0.513123195676361	0.289935930131066	0.462516840923367	"Unknown"
"R34G11"	-0.0619444859605242	0.484518828451883	0.448271471980842	0.520929798349389	0.404727302967696	0.593100620518436	"Unknown"
"R171F03"	-0.0634603539172259	0.484140233722871	0.458503643985125	0.509860568833796	0.226795233515568	0.386320694378213	"Unknown"
"R139D05"	-0.0641729572512116	0.483962264150943	0.445494483308641	0.522621041462135	0.416254408048906	0.593799588897664	"Unknown"
"R186H03"	-0.0642195927342935	0.483950617283951	0.452797977367638	0.515228492892723	0.314551021221172	0.494121284301336	"Unknown"
"R180E10"	-0.0645385211375712	0.483870967741935	0.456546664759296	0.511292050395771	0.248938560203565	0.413526038024104	"Unknown"
"R62H01"	-0.0648781373744908	0.483786152497809	0.446701783727183	0.521049957892672	0.393834746290915	0.58206458826819	"Unknown"
"R80E06"	-0.0656761188609578	0.483586869495596	0.45847969194492	0.508777181506699	0.201546296469635	0.361840787717552	"Unknown"
"R02A05"	-0.0657877405380033	0.483558994197292	0.459288299999132	0.507907499701051	0.185649598474672	0.781123288823987	"Vegetative Cell High"
"R187H05"	-0.067020148830934	0.483251231527094	0.455411995389889	0.511194819462738	0.240052126934183	0.402087312614756	"Unknown"
"R99B02"	-0.068701708287923	0.482831325301205	0.449700374931202	0.516113907377866	0.311986851610896	0.939926809082556	"Vegetative Cell High"
"R115C04"	-0.0704516609506113	0.482394366197183	0.450330267777034	0.514604106638124	0.284004810742703	0.719478853881515	"Sperm Cell High"
"R52E07"	-0.0705511109919652	0.482369534555712	0.453086075653982	0.511774594842338	0.239895264152369	0.896450723937799	"Vegetative Cell High"
"R83H05"	-0.0707755475931188	0.482313495389774	0.466014413818915	0.498650299940888	0.0338530337780845	0.643207641783605	"Seedling Only"
"R35A03"	-0.0711273440155837	0.482225656877898	0.433106774704404	0.531690460490913	0.4815168566549	0.645232587917565	"Unknown"
"R147F03"	-0.0714190756694154	0.482152816508645	0.461191253949158	0.503177382477342	0.0961396742036238	0.232820174878655	"Unknown"
"R133F11"	-0.0726271884140713	0.481851179673321	0.444136442001322	0.519773849162409	0.348270913169269	0.532498778961815	"Unknown"
"R110H08"	-0.073494004367743	0.481634764614589	0.453116905218662	0.510272776448637	0.208738314376823	0.361840787717552	"Unknown"
"R167H12"	-0.0739087094251558	0.48153122901276	0.43521489150153	0.528167143615303	0.43780663864447	0.83772364741142	"Sperm Cell High"
"R77F09"	-0.0741079721537217	0.481481481481482	0.45408134474089	0.508993450398882	0.187029519859264	0.781123288823987	"Vegetative Cell High"
"R170F08"	-0.0751869148946062	0.481212121212121	0.45035906094273	0.51220912740298	0.23479440026842	0.396585499613045	"Unknown"
"R72C04"	-0.0759171997052302	0.481029810298103	0.454378647435341	0.507789361423127	0.164648824101312	0.315184891851084	"Unknown"
