"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"	"expression_category"
"R116D10"	-0.0764094691420008	0.48090692124105	0.450294808230871	0.511663054892808	0.223655441387454	0.384228578793831	"Unknown"
"R92C04"	-0.0774363160483997	0.480650588895121	0.448691070947195	0.512769242012334	0.237648834671524	0.896450723937799	"Vegetative Cell High"
"R101C04"	-0.0781906103058984	0.480462300495322	0.451058889299591	0.510001676360233	0.194800249443927	0.361840787717552	"Unknown"
"R111F12"	-0.078471615441495	0.480392156862745	0.446001539451977	0.514969593245155	0.266335681065001	0.428267775152522	"Unknown"
"R120G05"	-0.0785450287954172	0.480373831775701	0.453270938138736	0.507592731662237	0.157537292645906	0.304471113671414	"Unknown"
"R174D10"	-0.0786259423834272	0.480353634577603	0.452570144650254	0.508259169616639	0.167571614367116	0.317753721582927	"Unknown"
"R74F05"	-0.0791857361582398	0.480213903743315	0.444207182266698	0.516427345989154	0.284190592561349	0.939926809082556	"Vegetative Cell High"
"R139D08"	-0.0799020705873051	0.480035103115401	0.453770069695047	0.506410960732607	0.137876900298432	0.272371648024464	"Unknown"
"R41A02"	-0.0807090633988662	0.47983367983368	0.454264203427082	0.505509244060849	0.12366338882878	0.258920220360258	"Unknown"
"R172A05"	-0.0811703652504955	0.479718543046358	0.454207658871572	0.505335635811296	0.120686263872298	0.25806318125885	"Unknown"
"R111E08"	-0.0815498669641078	0.479623824451411	0.448256141914163	0.511152990967158	0.20521655325678	0.361840787717552	"Unknown"
"R188H01"	-0.083515603311488	0.479133226324238	0.443672381699581	0.514805606576051	0.251534543142582	0.414413468620155	"Unknown"
"R63A03"	-0.0850208314207033	0.478757586576223	0.455062448929928	0.50254869795888	0.0800996995187191	0.206210083072738	"Unknown"
"R44E07"	-0.0854177511543514	0.478658536585366	0.45412529716792	0.503295157341589	0.0895166790515005	0.850408450989255	"Seedling Only"
"R96B12"	-0.0857294580711873	0.478580752343657	0.459035556055668	0.498191749501423	0.0323091839518259	0.144864892968979	"Sperm Cell High"
"R154D07"	-0.0867032580532835	0.478337754199823	0.441136532879582	0.515780821024708	0.256771645788338	0.419602445556553	"Unknown"
"R136B09"	-0.0886859517599617	0.477843032568073	0.448895672663235	0.506939985188917	0.135516124004486	0.272371648024464	"Unknown"
"R172B11"	-0.0889713384178378	0.477771826459561	0.448778638564813	0.506915569024669	0.134890439237053	0.272371648024464	"Unknown"
"R193H08"	-0.0912986290012495	0.477191184008201	0.44882940391551	0.505700814498617	0.116822409915935	0.255231569490249	"Unknown"
"R172F04"	-0.0918678356133518	0.477049180327869	0.426552329579215	0.528019603854965	0.377582376436342	0.562178204916331	"Unknown"
"R06H11"	-0.0919823897116499	0.477020602218701	0.441800935608791	0.512470277614258	0.203827684027534	0.361840787717552	"Unknown"
"R06G11"	-0.0926676888594073	0.476849642004773	0.449477312613937	0.504361741797794	0.099062946325492	0.234806133031585	"Unknown"
"R93C03"	-0.0927304842517239	0.476833976833977	0.441680685073939	0.51221828962703	0.19934751144192	0.63126711956608	"Sperm Cell High"
"R108A02"	-0.0930904230660117	0.476744186046512	0.447355785127033	0.506294506866474	0.122905458378314	0.581752502990687	"Vegetative Cell High"
"R114H07"	-0.09367689894934	0.476597886260695	0.448496423148168	0.504848303071115	0.104420172053315	0.238505165712686	"Unknown"
"R124C09"	-0.0937488992373723	0.476579925650558	0.442460747203619	0.510919103042237	0.18122848200549	0.340438550309378	"Unknown"
"R100G07"	-0.094276587981042	0.476448294531673	0.447307380927919	0.505750450717457	0.115131217656849	0.254300821417875	"Unknown"
"R89F03"	-0.0948666224672678	0.476301115241636	0.449295090487211	0.503446439752332	0.0870291948170752	0.215961335286816	"Unknown"
"R96C12"	-0.0953101798043252	0.476190476190476	0.434615448227479	0.518098127309014	0.265410986844209	0.428267775152522	"Unknown"
"R61C12"	-0.0985252190519689	0.475388601036269	0.443539271782772	0.507439404294147	0.132250127074813	0.272371648024464	"Unknown"
"R89B08"	-0.0993903486713224	0.475172847265871	0.443796271973747	0.506746674719277	0.123216773664093	0.258920220360258	"Unknown"
"R74E03"	-0.100406403820567	0.474919466175794	0.448051311270885	0.50193362015327	0.0687921674262806	0.181937179640558	"Unknown"
"R172B02"	-0.101166711917038	0.474729871035204	0.451333908191952	0.498237302928514	0.0351351540708003	0.106592307188444	"Unknown"
"R144E07"	-0.10146946016486	0.474654377880184	0.444612864300547	0.50488048408958	0.100234923858605	0.234806133031585	"Unknown"
"R67C11"	-0.102343221967973	0.474436503573392	0.445086095457204	0.503964615517375	0.0896963289968273	0.219865391809296	"Unknown"
"R75H08"	-0.102809493866221	0.474320241691843	0.439951674333016	0.508933848665795	0.145840065053819	0.284600515299199	"Unknown"
"R173C02"	-0.103885744506721	0.474051896207585	0.434588957883696	0.513841668898768	0.201095293501088	0.361840787717552	"Unknown"
"R117B05"	-0.10454385575127	0.473887814313346	0.442120970865797	0.505867455479679	0.109462469150009	0.244466181101686	"Unknown"
"R173E04"	-0.106273719822406	0.473456547384978	0.448618625110639	0.498426540441529	0.0372196781651415	0.108422540741934	"Unknown"
"R174G07"	-0.108432714694796	0.472918350848828	0.437382462173741	0.508730769280482	0.138218448251221	0.272371648024464	"Unknown"
"R103C03"	-0.108842817493701	0.472816127061698	0.440956857153889	0.504898336467095	0.0967220573091245	0.241805143272811	"Sperm Cell"
"R164C04"	-0.109643177449827	0.472616632860041	0.440100359047569	0.505366896505221	0.101205657242426	0.234806133031585	"Unknown"
"R113E02"	-0.110270720638917	0.472460220318237	0.441516181531933	0.5036173201324	0.083164397287621	0.208950548185148	"Unknown"
"R39C03"	-0.116740173949605	0.470848056537102	0.444545961611536	0.497313042934295	0.0308726554371597	0.101727930210969	"Unknown"
"R189E01"	-0.118352673951479	0.470446320868516	0.439740476214761	0.501377505938005	0.0610994742894739	0.165959382867355	"Unknown"
"R10G04"	-0.119175705375685	0.470241286863271	0.441280885485198	0.499403464378207	0.04549936996293	0.125279087158205	"Unknown"
"R67C09"	-0.119787957498129	0.470088768815129	0.443611773907962	0.496735193178752	0.0278219990972384	0.151950918146456	"Vegetative Cell High"
"R197D02"	-0.125066389047491	0.468774094063223	0.444205264710746	0.493495242845758	0.0133285018544804	0.0558131015156368	"Unknown"
"R128A08"	-0.125207976956121	0.468738835298321	0.445082882542526	0.492536127744449	0.0100617061673272	0.0493269009666526	"Unknown"
"R121H06"	-0.125416660511455	0.468686868686869	0.440585672250926	0.496988075683829	0.0301395368936028	0.100967448593569	"Unknown"
"R167G06"	-0.126000563747052	0.468541468064824	0.441238519224737	0.496034077253181	0.0249435126345687	0.084977051517768	"Unknown"
"R107C05"	-0.126371115720183	0.468449197860963	0.439539749542663	0.497572002802267	0.0337425967816087	0.10597284301724	"Unknown"
"R113F06"	-0.126539335051672	0.468407310704961	0.439837844375909	0.497185407691837	0.0314464709685871	0.101947430075581	"Unknown"
"R146A05"	-0.126703701414763	0.468366383380548	0.430030530524573	0.507079323598903	0.109172693042497	0.244466181101686	"Unknown"
"R78B01"	-0.128278097241177	0.467974379503603	0.44294472019435	0.493166252810148	0.0127471494517266	0.0545144051020649	"Unknown"
"R129A11"	-0.129009150598896	0.467792370231395	0.436549473452187	0.499289880879381	0.0450604929530054	0.125279087158205	"Unknown"
"R124H01"	-0.129104647901171	0.467768595041322	0.431890150935448	0.503983471915186	0.0810477440932653	0.206210083072738	"Unknown"
"R161A10"	-0.12939694067432	0.467695826186392	0.437814751123265	0.497810429070713	0.0355307690628148	0.106592307188444	"Unknown"
"R153B12"	-0.129435463003113	0.467686235816478	0.439917580487372	0.495656517338488	0.0235837070730651	0.0831635986260717	"Unknown"
"R127F10"	-0.129987384189793	0.467548834278513	0.436190790779808	0.499165351575093	0.04425887852004	0.125279087158205	"Unknown"
"R127E02"	-0.13015432745893	0.467507274490786	0.445004876257702	0.490142635574779	0.00492449171320075	0.0274950787320375	"Unknown"
"R143D09"	-0.130200579552672	0.467495760316563	0.437784510251716	0.497439334244218	0.0333936687026415	0.10597284301724	"Unknown"
"R114E02"	-0.132018151478255	0.467043314500942	0.435748065409722	0.498600077815366	0.0406796350788621	0.116808666440733	"Unknown"
"R121G10"	-0.132925393211977	0.466817496229261	0.442528376480513	0.491264945339441	0.00783827979709018	0.0393873559803781	"Unknown"
"R39A05"	-0.134230774865409	0.466492602262837	0.429695166128524	0.503658290494754	0.0771782390336229	0.201465273321535	"Unknown"
"R115A07"	-0.138212973537679	0.46550165712564	0.443785358750267	0.487349525083942	0.00198565212938751	0.014640802932812	"Unknown"
"R95D10"	-0.138410773408616	0.465452442902573	0.43312252325813	0.498075257391576	0.0379488165215003	0.192454712359037	"Vegetative Cell High"
"R193G04"	-0.139631629406662	0.465148698884758	0.438210773854792	0.492291477024767	0.0118867070467128	0.0545144051020649	"Unknown"
"R133A03"	-0.146860246564579	0.463350785340314	0.434780719552378	0.492163506428811	0.0127070552379454	0.0545144051020649	"Unknown"
"R25F01"	-0.147278745142765	0.463246724405952	0.444600879373955	0.481995917811354	0.000124555470286447	0.00125163878721365	"Unknown"
"R186E02"	-0.14827104042263	0.463	0.423622600704847	0.502844370871134	0.0687157456416485	0.181937179640558	"Unknown"
"R158H03"	-0.152219848402249	0.462018348623853	0.438082811270982	0.486130267098377	0.00203951483641163	0.014640802932812	"Unknown"
"R172G12"	-0.155596289041785	0.461179217746643	0.431039914888646	0.491605041140206	0.0124394922970268	0.0545144051020649	"Unknown"
"R170B08"	-0.156782952997579	0.460884353741497	0.424568001003498	0.497620760851815	0.036921934180371	0.108422540741934	"Unknown"
"R80C08"	-0.157431585983678	0.46072319201995	0.429588195396391	0.492167722602139	0.0144070649000374	0.0590983682634187	"Unknown"
"R134B11"	-0.158358997453045	0.460492778249788	0.424196059371934	0.497213397466198	0.0349992484623751	0.106592307188444	"Unknown"
"R98F09a"	-0.158817713967018	0.460378817162737	0.425360092144564	0.495793120188799	0.028361528208863	0.144864892968979	"Sperm Cell High"
"R196G06"	-0.160342650075179	0.46	0.434249391316967	0.485965951373176	0.00255941737388765	0.0165949320048844	"Unknown"
"R182D03"	-0.162595030102812	0.459440559440559	0.426493017677036	0.492746522809227	0.0170463805186345	0.067182793808736	"Unknown"
"R141F11"	-0.164255178059585	0.459028281363307	0.425486312213816	0.492945665037628	0.0179553483699466	0.0694043273530629	"Unknown"
"R179A12"	-0.168180528037696	0.458053691275168	0.422011272611953	0.494540537876865	0.02429377818929	0.0841905071732292	"Unknown"
"R153F05"	-0.169844969589848	0.457640538400633	0.422620796298074	0.49308394010996	0.0192143976667773	0.0715202579818935	"Unknown"
"R175E12"	-0.171635994168277	0.457196029776675	0.42616972907719	0.488557992191988	0.00752178112845447	0.0387661027389577	"Unknown"
"R75H08"	-0.172093666610698	0.45708245243129	0.420510130336114	0.494123340111098	0.0232046046079539	0.144864892968979	"Sperm Cell High"
"R145B04"	-0.172097323018095	0.457081545064378	0.423786086501956	0.490764927475529	0.0125699340574814	0.0545144051020649	"Unknown"
"R93A06"	-0.17215443943851	0.457067371202114	0.430896398185575	0.483477500455893	0.00146280651005637	0.0117609643408532	"Unknown"
"R74E11"	-0.173614859466778	0.456704980842912	0.422258277925168	0.491570809283909	0.0149995730875105	0.0602982838117924	"Unknown"
"R86G04"	-0.173763623217549	0.456668068994531	0.42912708605664	0.484476555110877	0.00228580086426944	0.0180324290403478	"Vegetative Cell High"
"R92F08"	-0.174248504875029	0.456547761551353	0.427180739690563	0.486219997609881	0.0041416951730413	0.0294060357285933	"Vegetative Cell High"
"R195H03"	-0.175319104264737	0.456282145481264	0.432369424640646	0.480398109221745	0.000389392673138644	0.00340295336090728	"Unknown"
"R132G08"	-0.176121504301109	0.456083086053412	0.438316044575542	0.473962602573945	1.56701743692089e-06	1.19093325205988e-05	"Sperm Cell High"
"R173G10"	-0.176129586546033	0.456081081081081	0.419941125123974	0.492689498629965	0.0187642353314208	0.0711624773889732	"Unknown"
"R127E02"	-0.177425586181748	0.45575959933222	0.379419004455156	0.534237291065033	0.268985421312131	0.939926809082556	"Vegetative Cell High"
"R33F03"	-0.181321342378925	0.454793452844895	0.428293575546775	0.481551889744578	0.000946269474120021	0.00839814158281518	"Vegetative Cell High"
"R197B06"	-0.183880056497143	0.454159077109897	0.42348991610608	0.485180095935301	0.00381781625767497	0.023253971751293	"Unknown"
"R168D04"	-0.185295632820742	0.453808180535966	0.430394305069648	0.4774281810456	0.000130768231499934	0.00125163878721365	"Unknown"
"R83A02"	-0.187211542088146	0.453333333333333	0.382449554996576	0.526161314908183	0.208823539180279	0.361840787717552	"Unknown"
"R174H06"	-0.19307879747345	0.45187969924812	0.41780855797457	0.486407950684682	0.00636339763258587	0.0336590243197305	"Unknown"
"R92F08"	-0.197977453866507	0.450666666666667	0.387165504978119	0.515816655321216	0.13749326644362	0.272371648024464	"Unknown"
"R121G03"	-0.202278412850248	0.449602122015915	0.417610086706356	0.482016550983483	0.00234745356060895	0.01572793885608	"Unknown"
"R132G08"	-0.204494229532061	0.449053857350801	0.415559354525748	0.483016864274109	0.00333000893149715	0.0209166186009665	"Unknown"
"R103C03"	-0.20558661739314	0.448783610755442	0.417352942688539	0.4806287328585	0.00165268433455257	0.0127765212017333	"Unknown"
"R67C09"	-0.206946604099344	0.448447204968944	0.404837923657294	0.492863924324952	0.0229911184082887	0.082521692858322	"Unknown"
"R111G02"	-0.211155719433777	0.447406340057637	0.414098505792496	0.481192965982059	0.00232303497472408	0.01572793885608	"Unknown"
"R108G04"	-0.220333996987661	0.445138269402319	0.408149506671589	0.48274498449724	0.00431052241983854	0.0247547144682156	"Unknown"
"R03E12"	-0.227718607684224	0.443315089913995	0.418749170798998	0.468161404171434	8.40245568545228e-06	0.000112592906185061	"Unknown"
"R49F11"	-0.229958367471849	0.442762417114976	0.421575788006216	0.46415938249937	1.79312592996084e-07	2.12186568378699e-06	"Vegetative Cell High"
"R124H03"	-0.230724499274134	0.442573402417962	0.40344123805464	0.482431710887815	0.00481913360973185	0.031105316935542	"Vegetative Cell High"
"R132A05"	-0.236388778064231	0.441176470588235	0.41224070100818	0.470517377836611	9.01338348422431e-05	0.000953521094910046	"Unknown"
"R04A02"	-0.239433779862455	0.440425891499071	0.415845863189557	0.465301526078474	2.96319546122525e-06	3.00552682495704e-05	"Vegetative Cell High"
"R98F09"	-0.245449308828508	0.438943894389439	0.407146400071318	0.471250756483107	0.000223098483395301	0.0020383088710207	"Unknown"
"R129B01"	-0.251522091037337	0.437448896156991	0.402122776072266	0.473421024004522	0.000680439473544681	0.0056986805909367	"Unknown"
"R48D04"	-0.263044768066395	0.434615384615385	0.359395788855399	0.512971593062765	0.101632505342029	0.234806133031585	"Unknown"
"R154F06"	-0.265138672350813	0.434100930916218	0.406715041523792	0.461895197661394	3.79381857085193e-06	5.44683951958027e-05	"Unknown"
"R174H06"	-0.265715087454979	0.433959335713177	0.421174150662696	0.446833023100537	0	0	"Sperm Cell High"
"R102H01"	-0.276207089974906	0.431383902721482	0.401669137150334	0.461601008683159	9.59225037111544e-06	0.000120502645287138	"Unknown"
"R33F03"	-0.287940303570065	0.428508189464365	0.402521691991152	0.454895048709069	1.34277464480803e-07	2.44812371091863e-06	"Unknown"
"R86G04"	-0.335816713818322	0.416826003824092	0.37902537612425	0.45563042609396	3.05707884911133e-05	0.000361454616865516	"Unknown"
"R83B01"	-0.34209938015319	0.415299602831988	0.398604008351701	0.432191946218449	0	0	"Sperm Cell"
"R168D10"	-0.377343747122762	0.406767712372224	0.383775078817528	0.430176245038057	1.50990331349021e-14	3.37211740012814e-13	"Unknown"
"R91E07"	-0.384506257087321	0.405040504050405	0.368570418969017	0.442589837880925	9.65961626686607e-07	1.49352528433852e-05	"Unknown"
"R95D10"	-0.396290731832123	0.402203856749311	0.339449588264606	0.468334072017214	0.00394509920696162	0.0233224982529202	"Unknown"
"R102H01"	-0.406485204085636	0.399755201958384	0.379165605497324	0.420705212198744	0	0	"Vegetative Cell High"
"R89B08"	-0.406611678078986	0.39972485478447	0.378136308610229	0.421710104967634	0	0	"Sperm Cell High"
"R96C12"	-0.420566196819865	0.396381272150718	0.37841651382081	0.414629983173754	0	0	"Vegetative Cell High"
"R124H03"	-0.438254930931154	0.392156862745098	0.343738996488622	0.442793121717411	3.76753284807574e-05	0.000420707834701791	"Unknown"
"R141G10"	-0.457326716426952	0.387620192307692	0.358014888457276	0.418079339685434	1.47770684577608e-12	2.97019076000993e-11	"Unknown"
"R129B01"	-0.474285699467203	0.383602378929482	0.345965616434332	0.422687428932129	1.06973707669766e-08	1.51902664891068e-07	"Vegetative Cell High"
"R82A03"	-0.616628987909484	0.350548523206751	0.328574827776562	0.373174980876891	0	0	"Sperm Cell High"
"R82A03"	-0.649565056228663	0.343087557603687	0.325182651536718	0.36145027217138	0	0	"Unknown"
"R126H08"	-0.725564008227266	0.326168929110168	0.292267713482344	0.361991164046425	0	0	"Vegetative Cell High"
"R84A12"	-0.874891425685792	0.294237518396921	0.277090678610205	0.311987503056298	0	0	"Sperm Cell High"
"R83B01"	-0.905981362215295	0.287822878228782	0.223786316892805	0.36164614408808	1.46156639457828e-07	2.44812371091863e-06	"Unknown"
"R126H08"	-0.968966717701909	0.275086505190311	0.230863071252296	0.324210379549032	4.44089209850063e-16	1.11577413974828e-14	"Unknown"
"R84A12"	-1.31737467196676	0.211255411255411	0.182599463554026	0.243071134157612	0	0	"Unknown"
"R136E04"	-1.64308594655233	0.162045594577943	0.140317164127053	0.186409138409284	0	0	"Unknown"
"R82C05"	-2.1604958832282	0.103354487760654	0.0824522858411412	0.128811648130746	0	0	"Unknown"
"R82C05"	-2.2408960715972	0.0961376492053227	0.0844332817604263	0.109270866696656	0	0	"Vegetative Cell High"
"R71A11"	-2.5506396529993	0.0723835246551639	0.0635365050795933	0.0823540965553399	0	0	"Vegetative Cell"
"R80C03"	-2.66477421757953	0.0650842266487344	0.0498708321536406	0.0845256893187959	0	0	"Unknown"
"R71A11"	-2.93562834849554	0.0504201681145659	0.034415256708082	0.0733031571188529	0	0	"Unknown"
"R138D08"	-3.61226834489109	0.0262812091109317	0.0177125873050792	0.0388311148801505	0	0	"Unknown"
